Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	ct	e	j	k
TextConfig_Spell	7210213	由魔力构成的魔法剑，满足了法师想要锻炼肌肉的愿望，但40米的长剑不像是法师亲手挥动的	由魔力構成的魔法劍，滿足了法師想要鍛煉肌肉的願望，但40米的長劍不像是法師親手揮動的	A magical sword formed from mana, fulfilling the mage's desire to exercise muscles, but a 40-meter long sword doesn't seem like something a mage would swing by hands	魔力によって構成された魔法の剣。筋トレをしたいという魔法使いの願望を叶えたが、40メートルもある長剣は魔法使いが扱える代物には到底見えない	Ein magisches Schwert aus purer Magie, das den Wunsch eines Magiers nach Muskeltraining erfüllt. Doch ein 40 Meter langes Schwert scheint nicht von einem Magier geschwungen zu werden		마력으로 만들어진 마검은 마법사의 근육 단련 욕구를 충족시켜 주지만, 40미터 길이의 검은 마법사가 직접 휘두르는 것처럼 보이지는 않는다.	마나로 만든 마검으로, 마법사의 근육 단련 욕구를 충족시켜주지만, 길이 40m의 검은 마법사가 손으로 휘두를 만큼은 아닌 것 같다.	로드 중...	
TextConfig_Spell	7210221	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		소용돌이치는 칼날이 자신을 향해 날아온다고 겁내지 마세요. 소용돌이치는 칼날은 적에게만 공격을 가하기 때문에 마법 전기톱을 만드는 핵심 마법입니다.	돌아오는 부메랑 칼날에 겁먹지 마세요. 적만을 공격하는 칼날이 마법톱 제작의 핵심이다.	로드 중...	
TextConfig_Spell	7210222	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		소용돌이치는 칼날이 자신을 향해 날아온다고 겁내지 마세요. 소용돌이치는 칼날은 적에게만 공격을 가하기 때문에 마법 전기톱을 만드는 핵심 마법입니다.	돌아오는 부메랑 칼날에 겁먹지 마세요. 적만을 공격하는 칼날이 마법톱 제작의 핵심이다.	로드 중...	
TextConfig_Spell	7210223	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		소용돌이치는 칼날이 자신을 향해 날아온다고 겁내지 마세요. 소용돌이치는 칼날은 적에게만 공격을 가하기 때문에 마법 전기톱을 만드는 핵심 마법입니다.	돌아오는 부메랑 칼날에 겁먹지 마세요. 적만을 공격하는 칼날이 마법톱 제작의 핵심이다.	로드 중...	
TextConfig_Spell	7210231	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환사를 둘러싸고 근처의 위협을 찾아 공격합니다.	로드 중...	심판의 검은 소환자의 주위를 날아다니면서 근처의 위협을 수색해 공격한다	
TextConfig_Spell	7210232	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환사를 둘러싸고 근처의 위협을 찾아 공격합니다.	로드 중...	심판의 검은 소환자의 주위를 날아다니면서 근처의 위협을 수색해 공격한다	
TextConfig_Spell	7210233	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환사를 둘러싸고 근처의 위협을 찾아 공격합니다.	로드 중...	심판의 검은 소환자의 주위를 날아다니면서 근처의 위협을 수색해 공격한다	
TextConfig_Spell	7210241	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		로드 중...	파동사절 운디네가 만든 주문을 모방하고, 그 안에 휩싸이는 것은 믿을 수 없을 정도로 편안한 경험입니다. 폭발은 시전자에게 해를 끼치지는 않지만 강력한 추력으로 정신이 윙윙거린다\폭발 시 지면에 원소 잔여물을 남기고 적이 접근하면 자동으로 터진다.	파랑의 사자인 운디네가 낳은 주문. 싸여 있는 동안은 최고의 체험을 맛볼 수 있다. 폭발시 지면에 원소를 부착시켜 적이 접근하면 자동으로 기폭한다	
TextConfig_Spell	7210242	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		로드 중...	파동사절 운디네가 만든 주문을 모방하고, 그 안에 휩싸이는 것은 믿을 수 없을 정도로 편안한 경험입니다. 폭발은 시전자에게 해를 끼치지는 않지만 강력한 추력으로 정신이 윙윙거린다\폭발 시 지면에 원소 잔여물을 남기고 적이 접근하면 자동으로 터진다.	파랑의 사자인 운디네가 낳은 주문. 싸여 있는 동안은 최고의 체험을 맛볼 수 있다. 폭발시 지면에 원소를 부착시켜 적이 접근하면 자동으로 기폭한다	
TextConfig_Spell	7210243	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		로드 중...	파동사절 운디네가 만든 주문을 모방하고, 그 안에 휩싸이는 것은 믿을 수 없을 정도로 편안한 경험입니다. 폭발은 시전자에게 해를 끼치지는 않지만 강력한 추력으로 정신이 윙윙거린다\폭발 시 지면에 원소 잔여물을 남기고 적이 접근하면 자동으로 터진다.	파랑의 사자인 운디네가 낳은 주문. 싸여 있는 동안은 최고의 체험을 맛볼 수 있다. 폭발시 지면에 원소를 부착시켜 적이 접근하면 자동으로 기폭한다	
TextConfig_Spell	7210251	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		로드 중...	마법사들은 폐허에서 불 함정을 손에 들고 다니다가 결국 이 주문을 배우곤 했습니다. 블레이징 브레스 시전 시 둔화 현상은 없으나, 시전 중 지속적으로 반동이 발생합니다.	로드 중...	
TextConfig_Spell	7210252	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		로드 중...	마법사들은 폐허에서 불 함정을 손에 들고 다니다가 결국 이 주문을 배우곤 했습니다. 블레이징 브레스 시전 시 둔화 현상은 없으나, 시전 중 지속적으로 반동이 발생합니다.	로드 중...	
TextConfig_Spell	7210253	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		로드 중...	마법사들은 폐허에서 불 함정을 손에 들고 다니다가 결국 이 주문을 배우곤 했습니다. 블레이징 브레스 시전 시 둔화 현상은 없으나, 시전 중 지속적으로 반동이 발생합니다.	로드 중...	
TextConfig_Spell	7210261	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데는 시간이 걸립니다. 보라색 빛은 마법의 힘이 최대치에 이르렀다는 것을 상징하며, 다른 마법으로는 이를 능가하기 어렵습니다.	마법이 주입되기까지는 시간이 필요하며, 보라색 빛은 최대 마나량을 상징합니다. 이보다 더 높은 피해를 주는 주문을 시전하는 것은 어렵습니다.	로드 중...	
TextConfig_Spell	7210262	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데는 시간이 걸립니다. 보라색 빛은 마법의 힘이 최대치에 이르렀다는 것을 상징하며, 다른 마법으로는 이를 능가하기 어렵습니다.	마법이 주입되기까지는 시간이 필요하며, 보라색 빛은 최대 마나량을 상징합니다. 이보다 더 높은 피해를 주는 주문을 시전하는 것은 어렵습니다.	로드 중...	
TextConfig_Spell	7210263	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데는 시간이 걸립니다. 보라색 빛은 마법의 힘이 최대치에 이르렀다는 것을 상징하며, 다른 마법으로는 이를 능가하기 어렵습니다.	마법이 주입되기까지는 시간이 필요하며, 보라색 빛은 최대 마나량을 상징합니다. 이보다 더 높은 피해를 주는 주문을 시전하는 것은 어렵습니다.	로드 중...	
TextConfig_Spell	7210271	来自无穷寰宇深处的一声轻叹	來自無窮寰宇深處的一聲輕歎	A soft sigh from the depths of the infinite cosmos.	果てなき世界の奥底から聞こえる静かなため息	Ein leises Seufzen aus den unendlichen Tiefen des Universums		무한한 세계의 깊은 곳에서 들려오는 한숨	로드 중...	끝없는 세계의 깊은 곳에서 들리는 조용한 한숨	
TextConfig_Spell	7210272							#VALUE!	#VALUE!	#VALUE!	
TextConfig_Spell	7210273							#VALUE!	#VALUE!	#VALUE!	
TextConfig_Spell	7210281	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		황라오떡 활에서 화살을 빼서 몇 번 쏘았는데 왠지 부러진 화살이 잔뜩 나오더군요. 정말 신기했습니다.	빙의 활에서 화살을 뽑아 몇 발을 쏘자 신기하게도 화살 한 뭉치가 떨어집니다. 정말 마술적이에요!	로드 중...	
TextConfig_Spell	7210282	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		황라오떡 활에서 화살을 빼서 몇 번 쏘았는데 왠지 부러진 화살이 잔뜩 나오더군요. 정말 신기했습니다.	빙의 활에서 화살을 뽑아 몇 발을 쏘자 신기하게도 화살 한 뭉치가 떨어집니다. 정말 마술적이에요!	로드 중...	
TextConfig_Spell	7210283	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		황라오떡 활에서 화살을 빼서 몇 번 쏘았는데 왠지 부러진 화살이 잔뜩 나오더군요. 정말 신기했습니다.	빙의 활에서 화살을 뽑아 몇 발을 쏘자 신기하게도 화살 한 뭉치가 떨어집니다. 정말 마술적이에요!	로드 중...	
TextConfig_Spell	7220000							#VALUE!	#VALUE!	#VALUE!	
TextConfig_Spell	7220011	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		로드 중...	주로 숲에 사는 생물들은 몬스터가 서식지를 차지한 후 마법사들이 몬스터를 퇴치하는 것을 돕기 위해 옵니다. '팝팬'이라 불리는 마법사의 품에 안겨 누워있는 것을 즐긴다.	로드 중...	
TextConfig_Spell	7220012	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		로드 중...	주로 숲에 사는 생물들은 몬스터가 서식지를 차지한 후 마법사들이 몬스터를 퇴치하는 것을 돕기 위해 옵니다. '팝팬'이라 불리는 마법사의 품에 안겨 누워있는 것을 즐긴다.	로드 중...	
TextConfig_Spell	7220013	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		로드 중...	주로 숲에 사는 생물들은 몬스터가 서식지를 차지한 후 마법사들이 몬스터를 퇴치하는 것을 돕기 위해 옵니다. '팝팬'이라 불리는 마법사의 품에 안겨 누워있는 것을 즐긴다.	로드 중...	
TextConfig_Spell	7220021	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回血	會跟隨玩家進入下一個地圖\任由魔法操控的謎之生物，攻擊敵人為自身回血	Follows the player into the next map\A mysterious creature controlled by magic that attacks enemies to heal itself	次のフィルードまでプレイヤーに付いていける\魔法に身を任せた謎の生物。敵を攻撃すると自身のHPが回復する	Es folgt dem Spieler in die nächste Karte \ dieses mysteriöse, magisch kontrollierte Wesen greift Feinde an und regeneriert sich dabei selbst	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回复	플레이어를 따라 다음 맵으로 이동하며 마법으로 조종되는 신비한 생물입니다. 적을 공격하여 자신의 혈액을 회복합니다.	플레이어를 따라 다음 맵으로 이동\적을 공격하여 스스로 치유하는 마법에 의해 제어되는 신비한 생물	로드 중...	
TextConfig_Spell	7220022	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回血	會跟隨玩家進入下一個地圖\任由魔法操控的謎之生物，攻擊敵人為自身回血	Follows the player into the next map\A mysterious creature controlled by magic that attacks enemies to heal itself	次のフィルードまでプレイヤーに付いていける\魔法に身を任せた謎の生物。敵を攻撃すると自身のHPが回復する	Es folgt dem Spieler in die nächste Karte \ dieses mysteriöse, magisch kontrollierte Wesen greift Feinde an und regeneriert sich dabei selbst	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回复	플레이어를 따라 다음 맵으로 이동하며 마법으로 조종되는 신비한 생물입니다. 적을 공격하여 자신의 혈액을 회복합니다.	플레이어를 따라 다음 맵으로 이동\적을 공격하여 스스로 치유하는 마법에 의해 제어되는 신비한 생물	로드 중...	
TextConfig_Spell	7220023	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回血	會跟隨玩家進入下一個地圖\任由魔法操控的謎之生物，攻擊敵人為自身回血	Follows the player into the next map\A mysterious creature controlled by magic that attacks enemies to heal itself	次のフィルードまでプレイヤーに付いていける\魔法に身を任せた謎の生物。敵を攻撃すると自身のHPが回復する	Es folgt dem Spieler in die nächste Karte \ dieses mysteriöse, magisch kontrollierte Wesen greift Feinde an und regeneriert sich dabei selbst	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回复	플레이어를 따라 다음 맵으로 이동하며 마법으로 조종되는 신비한 생물입니다. 적을 공격하여 자신의 혈액을 회복합니다.	플레이어를 따라 다음 맵으로 이동\적을 공격하여 스스로 치유하는 마법에 의해 제어되는 신비한 생물	로드 중...	
TextConfig_Spell	7220031	尽管这不是植物，但也可以形容为破土而出，克总之手可以无视距离攻击敌人	儘管這不是植物，但也可以形容為破土而出，克蘇魯之手可以無視距離攻擊敵人	Though not a plant, it can be described as emerging from the soil. The hand of the Cthulhu can attack enemies regardless of distance	植物ではないが、これも土から生えてきたものだと言えよう。クーさんの足は距離の制限を無視して攻撃を放つ	Obwohl es keine Pflanze ist, kann man es als aus dem Boden brechend beschreiben. Die Hand von Boss Ke kann Feinde unabhängig von der Entfernung angreifen		식물은 아니지만 땅에서 튀어나온 것 같다고도 할 수 있다. 크툴루의 손은 거리에 상관없이 적을 공격할 수 있다.	식물은 아니지만 흙에서 솟아오르는 것이라고 할 수 있다. 크툴루의 손은 거리에 관계없이 적을 공격할 수 있습니다.	로드 중...	
TextConfig_Spell	7220032	尽管这不是植物，但也可以形容为破土而出，克总之手可以无视距离攻击敌人	儘管這不是植物，但也可以形容為破土而出，克蘇魯之手可以無視距離攻擊敵人	Though not a plant, it can be described as emerging from the soil. The hand of the Cthulhu can attack enemies regardless of distance	植物ではないが、これも土から生えてきたものだと言えよう。クーさんの足は距離の制限を無視して攻撃を放つ	Obwohl es keine Pflanze ist, kann man es als aus dem Boden brechend beschreiben. Die Hand von Boss Ke kann Feinde unabhängig von der Entfernung angreifen		식물은 아니지만 땅에서 튀어나온 것 같다고도 할 수 있다. 크툴루의 손은 거리에 상관없이 적을 공격할 수 있다.	식물은 아니지만 흙에서 솟아오르는 것이라고 할 수 있다. 크툴루의 손은 거리에 관계없이 적을 공격할 수 있습니다.	로드 중...	
TextConfig_Spell	7220033	尽管这不是植物，但也可以形容为破土而出，克总之手可以无视距离攻击敌人	儘管這不是植物，但也可以形容為破土而出，克蘇魯之手可以無視距離攻擊敵人	Though not a plant, it can be described as emerging from the soil. The hand of the Cthulhu can attack enemies regardless of distance	植物ではないが、これも土から生えてきたものだと言えよう。クーさんの足は距離の制限を無視して攻撃を放つ	Obwohl es keine Pflanze ist, kann man es als aus dem Boden brechend beschreiben. Die Hand von Boss Ke kann Feinde unabhängig von der Entfernung angreifen		식물은 아니지만 땅에서 튀어나온 것 같다고도 할 수 있다. 크툴루의 손은 거리에 상관없이 적을 공격할 수 있다.	식물은 아니지만 흙에서 솟아오르는 것이라고 할 수 있다. 크툴루의 손은 거리에 관계없이 적을 공격할 수 있습니다.	로드 중...	
