Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	korean
TextConfig_Spell	7210181	划定一片区域，落雷会攻击区域内的目标，区域外的敌人也可能会被牵连	劃定一片區域，落雷會攻擊區域內的目標，區域外的敵人也可能會被牽連	Chooses an area where lightning strikes will attack targets within it. Enemies outside the area may also be affected	落雷エリアが生成され、エリア内の敵は落雷攻撃を受ける。エリア外の敵も影響を受ける可能性がある	Markiere einen Bereich, in dem Blitze die Ziele angreifen, und auch Feinde außerhalb des Bereichs können getroffen werden		낙뢰를 떨어뜨릴 구역을 선택하면 지역 내 적에게 공격을 가한다. 지역 외부의 적도 영향을 받는다
TextConfig_Spell	7210182	划定一片区域，落雷会攻击区域内的目标，区域外的敌人也可能会被牵连	劃定一片區域，落雷會攻擊區域內的目標，區域外的敵人也可能會被牽連	Chooses an area where lightning strikes will attack targets within it. Enemies outside the area may also be affected	落雷エリアが生成され、エリア内の敵は落雷攻撃を受ける。エリア外の敵も影響を受ける可能性がある	Markiere einen Bereich, in dem Blitze die Ziele angreifen, und auch Feinde außerhalb des Bereichs können getroffen werden		낙뢰를 떨어뜨릴 구역을 선택하면 지역 내 적에게 공격을 가한다. 지역 외부의 적도 영향을 받는다
TextConfig_Spell	7210183	划定一片区域，落雷会攻击区域内的目标，区域外的敌人也可能会被牵连	劃定一片區域，落雷會攻擊區域內的目標，區域外的敵人也可能會被牽連	Chooses an area where lightning strikes will attack targets within it. Enemies outside the area may also be affected	落雷エリアが生成され、エリア内の敵は落雷攻撃を受ける。エリア外の敵も影響を受ける可能性がある	Markiere einen Bereich, in dem Blitze die Ziele angreifen, und auch Feinde außerhalb des Bereichs können getroffen werden		낙뢰를 떨어뜨릴 구역을 선택하면 지역 내 적에게 공격을 가한다. 지역 외부의 적도 영향을 받는다
TextConfig_Spell	7210191	水流的力量不容小觑，持续不间断的攻击非常适合构筑命中类的组合法术，水中还可包含附着元素并在地面留下痕迹	水流的力量不容小覷，持續不間斷的攻擊非常適合構築命中類的組合法術，水中還可包含附著元素並在地面留下痕迹	Don't underestimate the strength of water. Continuous attacks without interval are perfect for building combo spells of hitting. Water can also contain attached elements and leave traces on the ground	水の力は想像を超える。絶え間のない攻撃は敵に命中することで効果を発揮する呪文連鎖にぴったりだ。水流には元素が含まれていることもあり、地面に跡を残すことができる	Die Kraft des Wassers ist nicht zu unterschätzen. Anhaltende, ununterbrochene Angriffe eignen sich perfekt für Treffer-Kombinationszauber. Wasser kann außerdem anhaftende Elemente enthalten und Spuren auf dem Boden hinterlassen		물의 힘은 상상을 초월한다. 끊임없는 공격은 적에게 명중함으로써 효과를 발휘하는 주문 연쇄에 딱 맞다. 물줄기는 원소를 포함할 수 있으며 있어 지상에 자취를 남길 수 있다
TextConfig_Spell	7210192	水流的力量不容小觑，持续不间断的攻击非常适合构筑命中类的组合法术，水中还可包含附着元素并在地面留下痕迹	水流的力量不容小覷，持續不間斷的攻擊非常適合構築命中類的組合法術，水中還可包含附著元素並在地面留下痕迹	Don't underestimate the strength of water. Continuous attacks without interval are perfect for building combo spells of hitting. Water can also contain attached elements and leave traces on the ground	水の力は想像を超える。絶え間のない攻撃は敵に命中することで効果を発揮する呪文連鎖にぴったりだ。水流には元素が含まれていることもあり、地面に跡を残すことができる	Die Kraft des Wassers ist nicht zu unterschätzen. Anhaltende, ununterbrochene Angriffe eignen sich perfekt für Treffer-Kombinationszauber. Wasser kann außerdem anhaftende Elemente enthalten und Spuren auf dem Boden hinterlassen		물의 힘은 상상을 초월한다. 끊임없는 공격은 적에게 명중함으로써 효과를 발휘하는 주문 연쇄에 딱 맞다. 물줄기는 원소를 포함할 수 있으며 있어 지상에 자취를 남길 수 있다
TextConfig_Spell	7210193	水流的力量不容小觑，持续不间断的攻击非常适合构筑命中类的组合法术，水中还可包含附着元素并在地面留下痕迹	水流的力量不容小覷，持續不間斷的攻擊非常適合構築命中類的組合法術，水中還可包含附著元素並在地面留下痕迹	Don't underestimate the strength of water. Continuous attacks without interval are perfect for building combo spells of hitting. Water can also contain attached elements and leave traces on the ground	水の力は想像を超える。絶え間のない攻撃は敵に命中することで効果を発揮する呪文連鎖にぴったりだ。水流には元素が含まれていることもあり、地面に跡を残すことができる	Die Kraft des Wassers ist nicht zu unterschätzen. Anhaltende, ununterbrochene Angriffe eignen sich perfekt für Treffer-Kombinationszauber. Wasser kann außerdem anhaftende Elemente enthalten und Spuren auf dem Boden hinterlassen		물의 힘은 상상을 초월한다. 끊임없는 공격은 적에게 명중함으로써 효과를 발휘하는 주문 연쇄에 딱 맞다. 물줄기는 원소를 포함할 수 있으며 있어 지상에 자취를 남길 수 있다
TextConfig_Spell	7210201	金钱的力量，只有钱不到位没有伤害不够（记得捡）	金錢的力量，只有錢不到位沒有傷害不夠（記得撿）	The power of money. No coin no damage. (Remember to pick it up)	金の力。金さえあれば、それなりのダメージは出る。拾うのを忘れずに！	Die Macht des Geldes – solange du genug davon hast, fehlt es nicht an Schaden (denk daran, es einzusammeln)		돈의 힘. 무전무피해. (줍는 것을 절대 잊지 마십시오)
TextConfig_Spell	7210211	由魔力构成的魔法剑，满足了法师想要锻炼肌肉的愿望，但40米的长剑不像是法师亲手挥动的	由魔力構成的魔法劍，滿足了法師想要鍛煉肌肉的願望，但40米的長劍不像是法師親手揮動的	A magical sword formed from mana, fulfilling the mage's desire to exercise muscles, but a 40-meter long sword doesn't seem like something a mage would swing by hands	魔力によって構成された魔法の剣。筋トレをしたいという魔法使いの願望を叶えたが、40メートルもある長剣は魔法使いが扱える代物には到底見えない	Ein magisches Schwert aus purer Magie, das den Wunsch eines Magiers nach Muskeltraining erfüllt. Doch ein 40 Meter langes Schwert scheint nicht von einem Magier geschwungen zu werden		마력으로 구성된 마법검은 마법사가 근육을 단련하고자 하는 욕구를 충족시켜주지만, 40미터의 장검을 마법사가 직접 휘두르는 것 같지는 않다.
TextConfig_Spell	7210212	由魔力构成的魔法剑，满足了法师想要锻炼肌肉的愿望，但40米的长剑不像是法师亲手挥动的	由魔力構成的魔法劍，滿足了法師想要鍛煉肌肉的願望，但40米的長劍不像是法師親手揮動的	A magical sword formed from mana, fulfilling the mage's desire to exercise muscles, but a 40-meter long sword doesn't seem like something a mage would swing by hands	魔力によって構成された魔法の剣。筋トレをしたいという魔法使いの願望を叶えたが、40メートルもある長剣は魔法使いが扱える代物には到底見えない	Ein magisches Schwert aus purer Magie, das den Wunsch eines Magiers nach Muskeltraining erfüllt. Doch ein 40 Meter langes Schwert scheint nicht von einem Magier geschwungen zu werden		마력으로 구성된 마법검은 마법사가 근육을 단련하고자 하는 욕구를 충족시켜주지만, 40미터의 장검을 마법사가 직접 휘두르는 것 같지는 않다.
TextConfig_Spell	7210213	由魔力构成的魔法剑，满足了法师想要锻炼肌肉的愿望，但40米的长剑不像是法师亲手挥动的	由魔力構成的魔法劍，滿足了法師想要鍛煉肌肉的願望，但40米的長劍不像是法師親手揮動的	A magical sword formed from mana, fulfilling the mage's desire to exercise muscles, but a 40-meter long sword doesn't seem like something a mage would swing by hands	魔力によって構成された魔法の剣。筋トレをしたいという魔法使いの願望を叶えたが、40メートルもある長剣は魔法使いが扱える代物には到底見えない	Ein magisches Schwert aus purer Magie, das den Wunsch eines Magiers nach Muskeltraining erfüllt. Doch ein 40 Meter langes Schwert scheint nicht von einem Magier geschwungen zu werden		마력으로 구성된 마법검은 마법사가 근육을 단련하고자 하는 욕구를 충족시켜주지만, 40미터의 장검을 마법사가 직접 휘두르는 것 같지는 않다.
TextConfig_Spell	7210221	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		돌아오는 칼날에 놀랄 필요는 없다. 회선검은 적에게만 피해를 입히는 마법의 전기톱을 만드는 중요한 주문이다.
TextConfig_Spell	7210222	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		돌아오는 칼날에 놀랄 필요는 없다. 회선검은 적에게만 피해를 입히는 마법의 전기톱을 만드는 중요한 주문이다.
TextConfig_Spell	7210223	不要被飞向自己的回旋之刃吓到，只会攻击敌人的回旋之刃是制作魔法电锯的核心法术	不要被飛向自己的迴旋之刃嚇到，只會攻擊敵人的迴旋之刃是製作魔法電鋸的核心法術	Don't be frightened by the returning boomerang blades. Such blades that only attack enemies is the core spell for crafting magical saws	戻って来る刃に驚く必要はない。敵のみ攻撃する回旋の刃は、魔法のチェーンソーを作るための重要呪文である	Lass dich nicht von der auf dich zufliegenden Wirbelklinge erschrecken. Diese greifen nur Feinde an und sind der Kernzauber bei der Herstellung einer magischen Motorsäge		돌아오는 칼날에 놀랄 필요는 없다. 회선검은 적에게만 피해를 입히는 마법의 전기톱을 만드는 중요한 주문이다.
TextConfig_Spell	7210231	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환자를 맴돌며 근처의 위협을 찾아 공격한다
TextConfig_Spell	7210232	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환자를 맴돌며 근처의 위협을 찾아 공격한다
TextConfig_Spell	7210233	审判之剑会环绕召唤者，搜索并攻击附近的威胁	審判之劍會環繞召喚者，搜索並攻擊附近的威脅	The Sword of Judgment will surround the summoner, seeking out nearby threats and launch attacks	審判の剣は召喚者の周囲を飛び回りながら、近くの脅威を捜索し攻撃する	Das Urteilsschwert umkreist den Beschwörer, sucht nach nahegelegenen Bedrohungen und greift sie an		심판의 검이 소환자를 맴돌며 근처의 위협을 찾아 공격한다
TextConfig_Spell	7210241	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		파도의 사자 운디네가 만든 마법을 모방한 것으로, 그 안에 감싸이는 것은 매우 편안한 경험이다. 비록 폭발이 시전자에게 피해를 주지 않지만, 강력한 여파는 여전히 머리를 울린다. 폭발 시 지면에 원소효과를 남기고 적이 접근하면 자동으로 폭발한다.
TextConfig_Spell	7210242	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		파도의 사자 운디네가 만든 마법을 모방한 것으로, 그 안에 감싸이는 것은 매우 편안한 경험이다. 비록 폭발이 시전자에게 피해를 주지 않지만, 강력한 여파는 여전히 머리를 울린다. 폭발 시 지면에 원소효과를 남기고 적이 접근하면 자동으로 폭발한다.
TextConfig_Spell	7210243	模仿波浪使者温蒂妮所制成的法术，被包裹在其中是种舒适至极的体验，尽管引爆不会对施法者产生伤害，但强大的推力还是会使脑子嗡嗡的\爆炸时在地面留下附着的元素，敌人接近时会自动引爆	模仿波浪使者溫蒂妮所製成的法術，被包裹在其中是種舒適至極的體驗，儘管引爆不會對施法者產生傷害，但強大的推力還是會使腦子嗡嗡的\爆炸時在地面留下附著的元素，敵人接近時會自動引爆	Imitates the spell crafted by the Wave Envoy, Undine, and being enveloped within it is an incredibly comfortable experience. Although the explosion doesn't harm the caster, the powerful thrust still leaves the mind buzzing\When it explodes, elemental residues are left on the ground, and automatically blow up when enemies approach	波浪の使者であるウンディーネが生み出した呪文。包まれている間は最高の体験を味わうことができる。起爆しても発動者にダメージを与えることがないが、その激しい力はめまいを起こさせる\爆発時に地面に元素を付着させ、敵が接近すると自動的に起爆する	Ein Zauber, der von der Wellenbotin Undine inspiriert wurde. Eingehüllt darin zu sein, ist äußerst angenehm. Zwar schadet die Explosion dem Zaubernden nicht, aber der kräftige Rückstoß kann trotzdem Kopfschmerzen verursachen \ Beim Explodieren hinterlässt es auf dem Boden angefügte Elemente, und bei Annäherung von Feinden explodiert es automatisch		파도의 사자 운디네가 만든 마법을 모방한 것으로, 그 안에 감싸이는 것은 매우 편안한 경험이다. 비록 폭발이 시전자에게 피해를 주지 않지만, 강력한 여파는 여전히 머리를 울린다. 폭발 시 지면에 원소효과를 남기고 적이 접근하면 자동으로 폭발한다.
TextConfig_Spell	7210251	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		마법사들은 유적의 불 뿜는 함정을 손에 들고 다니다, 이 마법을 배웠다. 뜨거운 용의 숨결을 방출할 때 이동 속도가 느려지지는 않지만, 시전 과정에서 지속적으로 반발력이 생성된다.
TextConfig_Spell	7210252	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		마법사들은 유적의 불 뿜는 함정을 손에 들고 다니다, 이 마법을 배웠다. 뜨거운 용의 숨결을 방출할 때 이동 속도가 느려지지는 않지만, 시전 과정에서 지속적으로 반발력이 생성된다.
TextConfig_Spell	7210253	法师们把遗迹中的喷火陷阱抱在手中，后来逐渐学会了这种法术，炽热龙息施放时没有施法减速,但会在施法过程中持续产生后坐力	法師們把遺跡中的噴火陷阱抱在手中，後來逐漸學會了這種法術，熾熱龍息釋放時沒有施法減速，但會在施法過程中持續產生後座力	Mages used to carry the fire traps from the ruins in their hands, and eventually learning this spell. When casting Blazing Breath, there is no slowdown, but it continuously generates recoil during the casting	魔法使いたちによって持ち帰られた遺跡の噴火罠に対する理解を深めていくうちに生み出された呪文。ドラゴンブレスを唱えても移動速度が落ちないが、術発動中に反動力が絶え間なく発生してしまう	Die Magier haben die Flammenfallen aus den Ruinen in die Hand genommen und allmählich diesen Zauber gelernt. Beim Wirken des heißen Drachenatems wird der Zauber nicht verlangsamt, aber der Rückstoß hält während des gesamten Zaubers an		마법사들은 유적의 불 뿜는 함정을 손에 들고 다니다, 이 마법을 배웠다. 뜨거운 용의 숨결을 방출할 때 이동 속도가 느려지지는 않지만, 시전 과정에서 지속적으로 반발력이 생성된다.
TextConfig_Spell	7210261	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데 시간이 걸린다. 보라색 빛은 마법의 힘이 최대치에 이르렀음을 나타내며 다른 마법으로는 이루기 힘든 강력한 피해를 실현한다
TextConfig_Spell	7210262	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데 시간이 걸린다. 보라색 빛은 마법의 힘이 최대치에 이르렀음을 나타내며 다른 마법으로는 이루기 힘든 강력한 피해를 실현한다
TextConfig_Spell	7210263	需要时间注入魔力，紫色的光芒象征着魔力达到最大，其伤害很难被其他法术超越	需要時間注入魔力，紫色的光芒象徵著魔力達到最大，其傷害很難被其他法術超越	It requires time to infuse with magic, and the purple glow symbolizes maximum mana amount. It's hard to cast a spell of higher damage than this one	時間をかけてチャージを行う必要がある。紫の輝きはその魔力が最大に達していることを象徴しており、ほかの呪文ではなかなか実現できないダメージを実現する	Es braucht Zeit, um Magie aufzuladen. Das violette Leuchten symbolisiert, dass die Magie ihr Maximum erreicht hat, und der Schaden dieses Zaubers ist kaum zu übertreffen		마법의 힘을 주입하는 데 시간이 걸린다. 보라색 빛은 마법의 힘이 최대치에 이르렀음을 나타내며 다른 마법으로는 이루기 힘든 강력한 피해를 실현한다
TextConfig_Spell	7210271	来自无穷寰宇深处的一声轻叹	來自無窮寰宇深處的一聲輕歎	A soft sigh from the depths of the infinite cosmos.	果てなき世界の奥底から聞こえる静かなため息	Ein leises Seufzen aus den unendlichen Tiefen des Universums		끝없는 우주 깊은 곳에서 들려오는 한숨
TextConfig_Spell	7210281	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		빙의 활에 화살을 걸고, 몇 번 쏘고 나면 어째서인지 수많은 망가진 화살촉들이 쏟아져 나온다. 정말 신기하다.
TextConfig_Spell	7210282	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		빙의 활에 화살을 걸고, 몇 번 쏘고 나면 어째서인지 수많은 망가진 화살촉들이 쏟아져 나온다. 정말 신기하다.
TextConfig_Spell	7210283	从黄老饼弓上扣下来箭头，射个几次不知道为什么就会丢出来一堆破箭头，真是神奇	從黃老餅弓上扣下來箭頭，射個幾次不知道為什麼就會丟出來一堆破箭頭，真是神奇	Pulling arrows from the Bing’s Bow, after a few shots, a bunch of arrows mysteriously fall out. So magical!	じじいの弓から外した矢じり、何度か使うとボロ矢じりがいっぱい出てくるなんて、実に不思議だ	Nachdem man den Pfeil vom Bogen von Huang Laobing gelöst hat, schießt man ein paar Mal und plötzlich fallen überall kaputte Pfeile heraus – einfach unglaublich		빙의 활에 화살을 걸고, 몇 번 쏘고 나면 어째서인지 수많은 망가진 화살촉들이 쏟아져 나온다. 정말 신기하다.
TextConfig_Spell	7220011	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		평소에는 숲속에서 살던 생물로, 서식지가 몬스터에게 점령당한 후 마법사를 도와 몬스터를 물리치러 왔다. '보보누'라 불리는 마법사의 품에서 쉬는 것을 좋아한다.
TextConfig_Spell	7220012	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		평소에는 숲속에서 살던 생물로, 서식지가 몬스터에게 점령당한 후 마법사를 도와 몬스터를 물리치러 왔다. '보보누'라 불리는 마법사의 품에서 쉬는 것을 좋아한다.
TextConfig_Spell	7220013	平日生活在森林中的生物，栖息地被怪物占据后前来帮助法师击退怪物，喜欢躺在被称作“啵啵奴”的法师怀中	平日生活在森林中的生物，棲息地被怪物佔據後前來幫助法師擊退怪物，喜歡躺在被稱作「啵啵奴」的法師懷中	Creatures usually living in the forest, come to help mages repel monsters after their habitat is taken up by monsters. They enjoy lying in the arms of mages called "Pop fan"	普段は森の中で暮らす生物。住処がモンスターによって占領されたことで魔法使いの手伝いをすることになった。「ポポマニア」と呼ばれた魔法使いの懐で寝転がることが大好き	Ein Wesen, das normalerweise im Wald lebt, hilft den Magiern, die von Monstern besetzten Gebiete zurückzuerobern, und kuschelt gerne in den Armen des Magiers „Bobo-Nu“		평소에는 숲속에서 살던 생물로, 서식지가 몬스터에게 점령당한 후 마법사를 도와 몬스터를 물리치러 왔다. '보보누'라 불리는 마법사의 품에서 쉬는 것을 좋아한다.
TextConfig_Spell	7220021	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回血	會跟隨玩家進入下一個地圖\任由魔法操控的謎之生物，攻擊敵人為自身回血	Follows the player into the next map\A mysterious creature controlled by magic that attacks enemies to heal itself	次のフィルードまでプレイヤーに付いていける\魔法に身を任せた謎の生物。敵を攻撃すると自身のHPが回復する	Es folgt dem Spieler in die nächste Karte \ dieses mysteriöse, magisch kontrollierte Wesen greift Feinde an und regeneriert sich dabei selbst	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回复	플레이어를 따라 다음 맵으로 이동\적을 공격하며 스스로 치유하는 마법에 의해 제어되는 신비한 생물
TextConfig_Spell	7220022	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回血	會跟隨玩家進入下一個地圖\任由魔法操控的謎之生物，攻擊敵人為自身回血	Follows the player into the next map\A mysterious creature controlled by magic that attacks enemies to heal itself	次のフィルードまでプレイヤーに付いていける\魔法に身を任せた謎の生物。敵を攻撃すると自身のHPが回復する	Es folgt dem Spieler in die nächste Karte \ dieses mysteriöse, magisch kontrollierte Wesen greift Feinde an und regeneriert sich dabei selbst	会跟随玩家进入下一个地图\任由魔法操控的谜之生物，攻击敌人为自身回复	플레이어를 따라 다음 맵으로 이동\적을 공격하며 스스로 치유하는 마법에 의해 제어되는 신비한 생물
